DY	2626581760
CMTG	2625100032
CXM	2622803968
ESAB	2621697792
WSFS	2614224128
CYXT	2612420608
OTTR	2602334976
AMBA	2600553216
KW	2597360640
WLY	2587252224
EPAY	2586582528
RAZFF	2575805440
LBRT	2572883456
LZ	2559400448
MTOR	2557886976
FRPT	2555503360
PAGP	2555437568
IBOC	2554052096
AZEK	2553851392
SKY	2552621568
CEQP	2552019456
TROX	2550806272
JJSF	2546618368
ARCH	2542008320
HLF	2531196160
BCC	2516744192
USM	2515402240
AUR	2513101312
NUVA	2508376320
JXN	2504700928
WDFC	2499689728
EQRX	2497346560
VICR	2495532800
SAVE	2494978304
NTCT	2488872448
SONO	2488719872
TMHC	2488491008
UPWK	2481520128
SGRY	2476863488
AUB	2475465216
NEOG	2472863232
XRX	2471597568
AIN	2460150016
EVTC	2456163840
PGNY	2454910208
NEX	2450121472
MCY	2449617664
WERN	2440968704
SANM	2435589376
PTCT	2430496000
NGVT	2425006336
TRUL.CN	2424309695
OZON.ME	2416535296
UNIT	2416110080
PCRX	2408150528
KWR	2407923456
ENS	2407853568
NKLA	2404697856
CRVL	2401709568
SPXC	2401571840
ETWO	2397195264
HUBG	2397092608
VRRM	2394929152
TR	2394812928
WHD	2393282816
APAM	2392654080
HL	2387991296
NOG	2384958976
MTH	2384074240
RMBS	2378892800
GBTC	2374382592
AMRC	2364044800
CVT	2363192832
AHCO	2359457536
CALM	2344729856
GDRX	2343066624
CORT	2340709632
AXNX	2340325376
FULT	2338999808
SMCI	2337367552
ARLP	2330212352
OMI	2325138944
DCT	2324471040
CHGG	2322762752
FWRD	2320045056
INSM	2316239360
VSAT	2313501952
HPP	2311275008
OI	2304186112
PEB	2302302464
UNFI	2301376000
GCP	2296573696
COUR	2294732544
PFSI	2292201728
FUN	2281664000
ITGR	2278782976
NMRK	2271066880
ACA	2266259712
IBP	2255175424
WING	2254802176
JOE	2254581504
PSMT	2250398464
GSAT	2249999872
WEBR	2245739776
BMI	2240811520
AAT	2240512000
KBH	2232313600
BRC	2229518848
NUS	2229244160
AIMC	2227623680
LFG	2223545344
BOOT	2221376256
CALX	2217476864
ALHC	2209632512
COLB	2206621440
IOSP	2204830464
ATSG	2200667392
BDC	2199533056
IPAR	2197934848
VRNOF	2196711936
TRUP	2196463616
DNUT	2194936576
THS	2194812672
GBDC	2192595712
NOVA	2185936896
FRME	2182857216
CENT	2181102080
EVGO	2176688896
EYE	2176407552
PLXS	2175716864
SCL	2166400768
RTLR	2161682432
ANGI	2160066304
BFH	2155785728
QTWO	2152428544
SHO	2152100096
FATE	2148065024
PD	2147641600
CPK	2144294144
KRO	2140665600
HEP	2135571584
RVLV	2131802496
ITRI	2130517120
